epoch,training_nll,validation_lpd_standardized,validation_lpd_original,validation_rmse_standardized,validation_rmse_original
5,4.783519932543896,-1.8603352269954332,-4.591794782335623,1.2834327584486382,19.70747271239282
10,6.6490257600225116,-2.046685417689281,-4.778144973029471,2.132813000055852,32.749946284260645
15,3.8629542220548454,-1.8979714586192011,-4.629431013959391,1.6953835226465983,26.033093069956664
20,2.2512707691116027,-1.7665112348475065,-4.497970790187696,1.3076031017545484,20.078615143286314
25,3.1977726742924455,-1.6149830890206982,-4.346442644360888,0.8709402924163461,13.373534367228956
30,1.8585728890445816,-1.5497220695805343,-4.281181624920724,0.7962451697237647,12.226569643675022
35,1.7731352426919593,-1.5095217893890795,-4.24098134472927,0.8086062841740368,12.41637803247757
40,2.068206078077416,-1.468835824608964,-4.200295379949154,0.7507471867899993,11.52793524419426
45,2.212099586624697,-1.4381093991119103,-4.1695689544521,0.6200215021290861,9.520605428636772
50,2.6826712261720833,-1.4174886240739593,-4.148948179414149,0.6326444722739455,9.714434692034796
55,1.6783294787847374,-1.466177088134222,-4.197636643474412,0.9725902598083446,14.934398280629399
60,1.6764225629438836,-1.4584873243536323,-4.189946879693823,1.010038757610268,15.509430546457823
65,1.800641733001035,-1.4227107287885,-4.15417028412869,0.9559900084954834,14.679496735462434
70,1.7369233135238709,-1.3769372924374006,-4.10839684777759,0.8261763529938306,12.686171385870082
75,1.7745482634349041,-1.3525030287482547,-4.083962584088445,0.72190864926834,11.085111345273226
80,1.8067862317265277,-1.340058090548697,-4.071517645888887,0.7148218021972541,10.976290804753585
85,1.5443017765221347,-1.3243159791207106,-4.055775534460901,0.6611510790943234,10.152161689625787
90,1.9271395038888157,-1.3133829135764314,-4.044842468916621,0.591139742836244,9.077117850455798
95,1.7707419017232566,-1.306663893192644,-4.038123448532834,0.549331621174233,8.4351423383285
100,1.6098258930995282,-1.29302320542991,-4.0244827607701,0.5487336255787478,8.425959943979144
105,1.8712115287780762,-1.2869594479224138,-4.018419003262604,0.6088842547532836,9.349589842027388
110,1.4394735648450123,-1.2801033468229555,-4.011562902163146,0.6488166466510491,9.962762997134927
115,1.6617972630573563,-1.2692485760439811,-4.000708131384171,0.5819622130426574,8.936194287063199
120,1.6161867222153996,-1.262730198527241,-3.994189753867431,0.5703048045475632,8.757191488755701
125,1.3058174063402965,-1.2591548753473685,-3.9906144306875584,0.5374306585477289,8.252399696540982
130,1.4845598572229286,-1.2520112095957743,-3.983470764935964,0.5339119591257092,8.198369072226011
135,1.300753349281219,-1.247978698864961,-3.979438254205151,0.5312464164402241,8.157438912334374
140,1.5294141831646961,-1.2438426664330404,-3.97530222177323,0.5012125759084898,7.6962608096296545
145,1.603421662227217,-1.237959829124566,-3.969419384464756,0.5130851120546813,7.878566952478737
150,1.4004322477133877,-1.2300612206478465,-3.9615207759880366,0.5154772962435128,7.915299612755186
155,1.450033452137407,-1.2252691632069788,-3.9567287185471685,0.5157087661988722,7.918853895702201
160,1.6094493291464196,-1.2225435749647027,-3.9540031303048924,0.5006447986999587,7.6875424204246325
165,1.4211985677121632,-1.2208383991030272,-3.952297954443217,0.5377435539913857,8.257204285265825
170,1.5225288025346626,-1.2188266587598489,-3.9502862141000388,0.5329455229965873,8.183529162199255
175,1.3036776058166382,-1.218966499526476,-3.950426054866666,0.5234689214319286,8.038013270099416
180,1.551652517663427,-1.2127934041078166,-3.9442529594480065,0.5531376318100059,8.493584695349327
185,1.4221532976770976,-1.207094695699533,-3.938554251039723,0.5425883618164788,8.33159767472806
190,1.2334514214810597,-1.206665826191923,-3.938125381532113,0.5898848531282355,9.057848655855603
195,1.3263289143282726,-1.2039608391342547,-3.935420394474445,0.5828222273525286,8.949400042078503
200,1.3343444440259513,-1.1997147683265854,-3.9311743236667755,0.5606145445540451,8.608394799173489
205,1.3822958632166606,-1.1975655639844216,-3.9290251193246117,0.5067236403875932,7.780884743224912
210,1.5593023266658246,-1.1963792081565128,-3.9278387634967027,0.46921797014541916,7.204974580011147
215,1.3534838789438148,-1.191699601886173,-3.9231591572263627,0.4907844676779009,7.536134237171033
220,1.2262345997683972,-1.1871750479858092,-3.918634603325999,0.4837740062052018,7.4284866207956215
225,1.193809412090654,-1.184538664296373,-3.915998219636563,0.4771976094710598,7.3275041906696075
230,1.524295257277278,-1.1826857418489158,-3.9141452971891058,0.4805232696843434,7.3785706422937265
235,1.6221294470101475,-1.179473040184581,-3.9109325955247707,0.4896231381708192,7.518301695463288
240,1.3425944253622768,-1.1755656702872372,-3.907025225627427,0.4424556926679955,6.794032249481489
245,1.3794259402646598,-1.1725269778298097,-3.9039865331699994,0.4172436055741381,6.406893530288072
250,1.351186990737915,-1.1683619623242367,-3.8998215176644266,0.4390678403084627,6.742010812545393
255,1.3052317885509934,-1.1664275456295383,-3.8978871009697285,0.4243602238111971,6.51617120342738
260,1.3726022928115353,-1.164238278993802,-3.895697834333992,0.4300355173935212,6.6033169375528065
265,1.2697027476437122,-1.161639708566886,-3.893099263907076,0.4283790076716104,6.577880762147658
270,1.264725891461813,-1.1593605389257629,-3.890820094265953,0.424197781546281,6.513676853142843
275,1.2710775093859936,-1.1583616725473633,-3.8898212278875532,0.4562674440306395,7.006115576192128
280,1.4224712542261944,-1.1549370556012608,-3.8863966109414507,0.43845988344673864,6.732675452691202
285,1.3108410437901814,-1.1519069728029456,-3.8833665281431355,0.40252227870270213,6.180843381171893
290,1.3460841633708602,-1.149708356848296,-3.881167912188486,0.4117397941661501,6.322380933024753
295,1.3621065353293975,-1.1488610104979007,-3.8803205658380904,0.4405237716358771,6.7643670352818015
300,1.3709638573558456,-1.1476349829645842,-3.8790945383047744,0.4377132385991665,6.7212105049401965
305,1.3373818206021106,-1.1453643310471373,-3.876823886387327,0.40153218697545245,6.16564023917479
310,1.2016488505175793,-1.144514124195345,-3.8759736795355346,0.39547579767411833,6.072642671244039
315,1.2706590752046272,-1.1437800727903837,-3.875239628130574,0.38693380893554274,5.941478019790578
320,1.1379542274168697,-1.1419632894485932,-3.873422844788783,0.4043326579304994,6.2086422589628905
325,1.2350525166614945,-1.1407653950055445,-3.8722249503457347,0.434343987158877,6.6694746941041405
330,1.3426562174257026,-1.1380943791682425,-3.869553934508432,0.4201867802513713,6.452086782921666
335,1.1682003655108104,-1.136084022095875,-3.8675435774360647,0.4175899128529007,6.412211149595895
340,1.199531508736821,-1.136229841142107,-3.867689396482297,0.44923749288740006,6.898168679892007
345,1.2113178939704436,-1.142927603369354,-3.8743871587095438,0.5249920168018123,8.061400793598887
350,1.2607306577115653,-1.1402586165094295,-3.8717181718496194,0.5156728772876439,7.918302772713574
355,1.1919677889490703,-1.1359642808394628,-3.8674238361796527,0.4941987080106741,7.588560836415528
360,1.1723274495228226,-1.1335493231169251,-3.865008878457115,0.48351176947306546,7.424459875959781
365,1.2846967752678806,-1.1287967404193675,-3.8602562957595574,0.44323386230919476,6.805981232706788
370,1.1980542356230648,-1.124682930286964,-3.856142485627154,0.4034119568583424,6.194504624591089
375,1.195053824937966,-1.1233398561564623,-3.854799411496652,0.4071394863983716,6.251741891747126
380,1.244613723582532,-1.1210740386157365,-3.8525335939559264,0.3877078387193193,5.953363453301881
385,1.155835885120683,-1.1199219401105334,-3.851381495450723,0.3692089347373987,5.6693075570513995
390,1.4838376945281124,-1.1192655909535492,-3.850725146293739,0.3651097962223197,5.606364125978387
395,1.2445038772491088,-1.1182407946174593,-3.849700349957649,0.3532599263549457,5.424406025381626
400,1.2635115973920708,-1.1175391974773445,-3.8489987528175345,0.36310099328166934,5.575518387252319
405,1.1358575136307254,-1.1176473903023574,-3.8491069456425473,0.3644842171561234,5.5967581801263275
410,1.3364429426001736,-1.1167377980080488,-3.8481973533482385,0.38557707348846015,5.920644946918436
415,1.3259393728401767,-1.1148085547012472,-3.846268110041437,0.37564281015425577,5.768101528151449
420,1.2518403750346847,-1.1139936608167227,-3.845453216156913,0.3668377226670373,5.632896922404031
425,1.1413280111718849,-1.1132795359249574,-3.844739091265147,0.3515682533917307,5.398429907881143
430,1.126771385411182,-1.1131742037798855,-3.844633759120075,0.3821225306477355,5.867599466409336
435,1.1529190032836423,-1.1142347561121113,-3.8456943114523012,0.41475872548373044,6.368737456998572
440,1.158707530144228,-1.1130231372650075,-3.8444826926051974,0.4225089574563887,6.487744458058007
445,1.1375424732644874,-1.110771261878482,-3.842230817218672,0.3992235242469573,6.130190052732787
450,1.187622854029797,-1.1089863156864213,-3.840445871026611,0.3832083942878509,5.884273207268532
455,1.1977903919526371,-1.1069409501385252,-3.838400505478715,0.35324634880331374,5.424197534826373
460,1.3261487436103054,-1.1064461310588982,-3.837905686399088,0.36949026270350616,5.673627419990374
465,1.1422270986449767,-1.1057733849022355,-3.8372329402424254,0.37639317818271967,5.7796236360831115
470,1.2979812315668926,-1.1060866853277669,-3.837546240667957,0.3979684024100767,6.110917298328249
475,1.3077298053297173,-1.1072882065437233,-3.838747761883913,0.4183657513493745,6.424124352848502
480,1.0904638015601529,-1.1045331911091494,-3.8359927464493393,0.40550304095417355,6.226613799034535
485,1.1045418532497913,-1.1021936126359158,-3.833653167976106,0.3877673771957566,5.954277671355379
490,1.3337088866406177,-1.1005009543342708,-3.8319605096744604,0.37369202957687697,5.7381467313246475
495,1.0786343578353943,-1.0988889998305942,-3.830348555170784,0.36455947983541415,5.597913848788069
500,1.155966166511597,-1.098073226504359,-3.8295327818445486,0.3822346381694606,5.869320897942439
