epoch,training_nll,validation_lpd_standardized,validation_lpd_original,validation_rmse_standardized,validation_rmse_original
5,1.8779949904254778,-1.645954027016576,-3.9503005160114064,0.8172272756562109,8.186680078424311
10,2.037050629735376,-1.4717703877945538,-3.7761168767893842,0.8711157330576444,8.726514725353947
15,1.5174612351169157,-1.3720991871292259,-3.676445676124056,0.5429489801439176,5.439061769135042
20,1.6747949338035952,-1.4395280687378096,-3.7438745577326396,0.7735347304934885,7.748984336767051
25,1.6535914902518416,-1.3576608612361005,-3.6620073502309305,0.6847182036863658,6.8592532749891175
30,1.3621842389704713,-1.2663004370632576,-3.570646926058088,0.5157632035450026,5.166724700790697
35,1.4781843305017404,-1.230580782194976,-3.5349272711898063,0.48880820125830665,4.896699487577304
40,1.2509055060972354,-1.2302541548709256,-3.5346006438657556,0.5062779297041691,5.071704738496216
45,1.4401541680001753,-1.2022303623714927,-3.506576851366323,0.47805482433568797,4.788976139550774
50,1.1945119532741535,-1.1870456941893759,-3.491392183184206,0.47431530504766,4.751515028459258
55,1.2905649816874907,-1.1929423374606243,-3.4972888264554545,0.4855707318982404,4.86426771066753
60,1.2087459387886563,-1.1764114869051407,-3.480757975899971,0.4698121687323337,4.706404269090122
65,1.1821134565727505,-1.1894100829712704,-3.4937565719661006,0.5116167566254486,5.125187129426786
70,1.2869076019698018,-1.1917802569931661,-3.496126745987996,0.530512038702834,5.314473060819332
75,1.1344279821279348,-1.1589179979155462,-3.4632644869103766,0.46853202242768455,4.693580232796372
80,1.1375883158380196,-1.143440077136844,-3.4477865661316742,0.43603496215999593,4.368036724001066
85,1.1327803165582981,-1.1815962626784944,-3.4859427516733246,0.5412111039220229,5.421652327100263
90,1.1359391641770145,-1.1331252825965146,-3.437471771591345,0.4388486987526946,4.396223696895462
95,1.1859069372680027,-1.1435165015470732,-3.4478629905419034,0.47931002121868765,4.801550227582384
100,1.1465005901465462,-1.137835608208299,-3.442182097203129,0.4734885440533627,4.743232827427983
105,1.1419510806871764,-1.1206180180491951,-3.4249645070440256,0.4378752018391308,4.386471566624657
110,1.1354165399189546,-1.1306489792986003,-3.4349954682934305,0.4627445578702496,4.635603551669678
115,1.221481943437141,-1.1334930921031967,-3.437839581098027,0.47565426253541065,4.764928189339535
120,1.1368947914558976,-1.1223432470998842,-3.4266897360947146,0.457547303636925,4.583539390753105
125,1.1962160807330509,-1.1270651784818997,-3.4314116674767297,0.46854901702057883,4.693750473982991
130,1.21679670672708,-1.108892452595278,-3.413238941590108,0.434870071288365,4.356367286039587
135,1.123023698950887,-1.108812687558104,-3.4131591765529343,0.43441504969902217,4.351809046243796
140,1.1799028195752208,-1.1148262550872616,-3.4191727440820916,0.4463770562757563,4.471639991399024
145,1.084596104177248,-1.1095922637789513,-3.4139387527737814,0.43594870441281747,4.3671726270900155
150,1.1228543274655602,-1.1180120717017352,-3.4223585606965656,0.4591963212582149,4.600058633961718
155,1.1172450639043974,-1.113023331029988,-3.417369820024818,0.45926293540180435,4.6007259572765005
160,1.1154591274414798,-1.1063310624920897,-3.41067755148692,0.44470302641165016,4.4548701866817115
165,1.1048971441397712,-1.1116234912943852,-3.4159699802892156,0.4590623637326379,4.598716705164503
170,1.1206593536487346,-1.1129650088311285,-3.417311497825959,0.46118078717365063,4.619938284171266
175,1.131310208817387,-1.1049516003181876,-3.409298089313018,0.4420201486614507,4.427994107843623
180,1.0673391830499532,-1.102842595224898,-3.407189084219728,0.4335952272652729,4.343596362154882
185,1.0781524319357427,-1.1009201735972696,-3.4052666625920995,0.4330544163071224,4.338178719243941
190,1.0850628974736696,-1.1033939259037524,-3.4077404148985826,0.44352449867377164,4.443064125378834
195,1.113719193881731,-1.102720689368169,-3.407067178362999,0.4415454497335198,4.423238743902187
200,1.1526918438086555,-1.1052371593862957,-3.409583648381126,0.4528206369643591,4.536189393606402
205,1.095617573744231,-1.0929965394091237,-3.397343028403954,0.4226230725376519,4.233681384644165
210,1.072484351814368,-1.0919743996065756,-3.396320888601406,0.41882201446192574,4.195603790632611
215,1.0736330061480164,-1.0889152627487149,-3.393261751743545,0.4107137934396249,4.114378636401738
220,1.0999029027687393,-1.0874844759885296,-3.3918309649833596,0.40292828195528846,4.036386262044228
225,1.047116707758888,-1.0881415864958457,-3.392488075490676,0.41482861541437593,4.155599399013556
230,1.0726630887034623,-1.0838133248037949,-3.388159813798625,0.40892150923572884,4.096424202457947
235,1.0380870571473788,-1.085105777072011,-3.389452266066841,0.4130325500590855,4.137607084159286
240,1.1115164480791981,-1.0879202109998076,-3.3922666999946376,0.41835598735831675,4.190935303346784
245,1.0872839815746933,-1.081969271474408,-3.3863157604692384,0.40674019192675187,4.074572573470095
250,1.0799461472839404,-1.085341386000341,-3.389687874995171,0.41596421683457047,4.166975435629547
255,1.1515093244540346,-1.0820845164851998,-3.3864310054800297,0.40879507346667915,4.095157615463273
260,1.0767478705219133,-1.0788839066847937,-3.383230395679624,0.404190189678363,4.049027598963443
265,1.0767494723727848,-1.0783064011220402,-3.38265289011687,0.39750288460062455,3.9820366491728825
270,1.058361055383345,-1.0846151008228584,-3.3889615898176886,0.4117574499012643,4.124833596155273
275,1.0517535937944025,-1.0879649994455278,-3.392311488440358,0.42671855560726313,4.274708412339514
280,1.08119199935263,-1.0855348324346379,-3.389881321429468,0.42517844448847025,4.259280154360925
285,1.0852081388522574,-1.087310574351479,-3.391657063346309,0.4249076519277495,4.256567449418611
290,1.0748254635709658,-1.080137495838939,-3.384483984833769,0.40786864690108054,4.085877012851304
295,1.0701433082868814,-1.085010688465399,-3.389357177460229,0.42341207701116823,4.24158533570007
300,1.060903711334302,-1.0783722561614557,-3.3827187451562857,0.39881211994898724,3.9951520767133943
305,1.0535790973920913,-1.073615905974706,-3.3779623949695363,0.3871246225511872,3.878071061297675
310,1.0770480088482333,-1.0700235717300188,-3.374370060724849,0.38307920867141404,3.8375456091009017
315,1.0515268826408017,-1.0747791556015638,-3.379125644596394,0.40315029021108456,4.038610268562474
320,1.0446623306949039,-1.077981332312717,-3.3823278213075474,0.4096444061084095,4.103665912126598
325,1.0870120460197474,-1.081011397836008,-3.385357886830838,0.4180085191210012,4.187454495723037
330,1.0778120614324735,-1.075832212881109,-3.3801787018759395,0.40430215140660436,4.050149183785691
335,1.0524935465533634,-1.0784634232598582,-3.3828099122546886,0.4103437967008828,4.110672144651419
340,1.0512126224217309,-1.0831040631173328,-3.387450552112163,0.4276528550950619,4.28406788143096
345,1.0985318234495796,-1.075270487065343,-3.379616976060173,0.40741745853798855,4.081357177759952
350,1.0666503181794833,-1.0771646126491208,-3.3815111016439507,0.4101208267821842,4.108438514850264
355,1.0341894005655858,-1.0788741033889508,-3.383220592383781,0.4141508143089247,4.148809434543548
360,1.0366392448017452,-1.0722454216334327,-3.376591910628263,0.3960901318078137,3.9678842109107966
365,1.0640510408824664,-1.0728246120719325,-3.3771711010667627,0.3998598122041116,4.005647470724118
370,1.0926347246507357,-1.0668268550533606,-3.3711733440481906,0.3918443081690853,3.9253511307218045
375,1.0676871369506002,-1.0725011530713562,-3.3768476420661866,0.4061207785470227,4.068367516769841
380,1.05256211680998,-1.080363029835369,-3.384709518830199,0.42805326597678245,4.288079046418808
385,1.0978560762006753,-1.0735953893425667,-3.377941878337397,0.41153184221310324,4.122573548248379
390,1.1067745022451763,-1.069008779584751,-3.373355268579581,0.4039519260755667,4.046640763010009
395,1.0575411036083553,-1.075249080294776,-3.3795955692896062,0.41795675351945955,4.186935929553032
400,1.1032133340068953,-1.0694292451673368,-3.373775734162167,0.4060291265065512,4.067449386506133
405,1.05924530312946,-1.0638007705748551,-3.3681472595696853,0.3855711924623832,3.8625093790095084
410,1.057150564009737,-1.0618807681211435,-3.3662272571159737,0.3806378270634947,3.813088752152558
415,1.060534363007622,-1.060455729306825,-3.364802218301655,0.3759714200221978,3.766342414056253
420,1.0633623201364106,-1.0626938587428705,-3.3670403477377007,0.3859595874153543,3.866400174491652
425,1.0585012658232662,-1.0627507392670057,-3.367097228261836,0.38712187781363055,3.878043567616701
430,1.0656226091446217,-1.057217115231266,-3.361563604226096,0.3756093665837299,3.7627155019952143
435,1.0469088504552075,-1.0554250917826524,-3.3597715807774824,0.36920840246701947,3.6985930134361946
440,1.0430043452805644,-1.062308853530601,-3.366655342525431,0.3868258811686716,3.8750783797110806
445,1.0867373590684013,-1.0628959265459839,-3.3672424155408143,0.3891825822410926,3.8986869375127635
450,1.084862852786515,-1.0650477664202866,-3.369394255415117,0.39902124142395395,3.9972469819528316
455,1.0856730577646727,-1.0667830781144985,-3.3711295671093287,0.40615009502303406,4.0686611968198525
