epoch,training_nll,validation_lpd_standardized,validation_lpd_original,validation_rmse_standardized,validation_rmse_original
5,7.019644487749393,-1.7709841093280503,-3.9890055944449694,0.6148601252180439,5.650030891110026
10,2.8138699111845207,-1.6595370359027286,-3.877558521019648,0.47378483401289373,4.353671403052911
15,2.3106634127190175,-1.6200390813698002,-3.8380605664867193,0.5157108872081366,4.738935442427412
20,2.339465665933847,-1.539564048722034,-3.757585533838953,0.8111209792502072,7.453497797663725
25,2.2273177471020986,-1.4640307983850935,-3.6820522835020126,0.4356405672498879,4.003158710797025
30,1.491954182062872,-1.4216211867051898,-3.6396426718221093,0.5914211589203887,5.434647130592777
35,1.4326645246636314,-1.3810901957686164,-3.5991116808855357,0.4887437538043338,4.491130899613465
40,1.4315929564403729,-1.3541281449592433,-3.5721496300761624,0.41411831857657594,3.805387919838883
45,1.7329900328862347,-1.3406050847742008,-3.5586265698911204,0.5421484080810608,4.981873312754678
50,1.640233563036091,-1.302865701680202,-3.5208871867971214,0.4204286177827496,3.8633740917408703
55,1.7324401871790804,-1.282787843564887,-3.5008093286818065,0.41314814636587854,3.796472887041861
60,1.478502180873619,-1.2632719356579682,-3.481293420774888,0.3527261209377048,3.241246922611351
65,1.5128049529852086,-1.249811830559918,-3.4678333156768373,0.34910350823690145,3.2079582540827607
70,1.5701483753316268,-1.2421369368329862,-3.4601584219499055,0.37740397169780066,3.4680149492233343
75,1.3941764461382093,-1.228793191687279,-3.4468146768041983,0.32847202528777036,3.0183728321133234
80,1.3756627768350989,-1.2193642748551259,-3.437385759972045,0.3574554030759819,3.2847049200158707
85,1.385709846806701,-1.2171980707204348,-3.435219555837354,0.3815100139276913,3.505745914373635
90,1.4127696292033114,-1.2143507761362708,-3.43237226125319,0.37412626974654273,3.4378957060744284
95,1.367338188411554,-1.2028722732211379,-3.420893758338057,0.33438746123704083,3.072730545583104
100,1.2827570674471866,-1.2130937885034836,-3.431115273620403,0.4429324436335051,4.070164723759165
105,1.4862101392815923,-1.1960274468803072,-3.4140489319972263,0.37934233840278636,3.48582685480733
110,1.3994215904646223,-1.1799023671767495,-3.397923852293669,0.30926861136372463,2.841910124297224
115,1.5317922646958555,-1.1739540665527768,-3.391975551669696,0.3035450752642175,2.789315792714301
120,1.861059709836918,-1.1730428311961927,-3.391064316313112,0.3595108619838669,3.303592798872935
125,1.4040976611209675,-1.1624140612366893,-3.380435546353609,0.32955418240581824,3.02831691541378
130,1.2518143601405882,-1.1509807861689882,-3.3690022712859076,0.2968574193971723,2.7278620484676104
135,1.2907941329741537,-1.1501988721464453,-3.3682203572633647,0.29218655913084896,2.6849408917324804
140,1.368207587298088,-1.1483142977235377,-3.3663357828404568,0.2991251484047897,2.748700501454392
145,1.2880293827476594,-1.144379367914975,-3.362400853031894,0.29467415087786714,2.7077996962786015
150,1.266545959090254,-1.1397411266713704,-3.3577626117882895,0.2945963328039656,2.707084616789267
155,1.3473290062183856,-1.1363935138543735,-3.3544149989712926,0.3049935611834943,2.802626124670534
160,1.2700193563708466,-1.1356553431220073,-3.3536768282389264,0.3296845603239776,3.0295149825282612
165,1.2464430816016163,-1.1341150908530857,-3.352136575970005,0.32856421915320444,3.0192200183233955
170,1.314266398366914,-1.1310077549901871,-3.3490292401071065,0.2981159520279315,2.739426862514702
175,1.2957266260184401,-1.1296538415172348,-3.347675326634154,0.29808405847239494,2.739133788385232
180,1.2417700045849116,-1.1262026297756758,-3.344224114892595,0.28959989252861923,2.661171666399529
185,1.1573367713424572,-1.1231164619101914,-3.3411379470271108,0.27848862811175457,2.5590687863931643
190,1.3872624621123149,-1.1228251629860235,-3.340846648102943,0.2760364898517781,2.5365357575320524
195,1.2227901631287665,-1.1172863521037226,-3.335307837220642,0.28011621673363124,2.5740249152797414
200,1.1504116128301272,-1.1162498369295415,-3.334271322046461,0.2877939995630065,2.6445770765186083
205,1.1878392471952368,-1.114616687006551,-3.3326381721234704,0.28478205313180877,2.616899903435823
210,1.2571873830991154,-1.1138698485627014,-3.3318913336796205,0.27807436431491656,2.555262063125626
215,1.270185400337928,-1.1107120875638836,-3.328733572680803,0.27566579398203234,2.5331293955887233
220,1.2070045414355681,-1.1068209192376048,-3.3248424043545244,0.2772462635558516,2.5476525451140413
225,1.2457238278354001,-1.1068489170615279,-3.324870402178447,0.275395496816722,2.5306456005956304
230,1.3020887963637746,-1.1066069360494202,-3.3246284211663397,0.2797051119635748,2.5702472196984107
235,1.2454964767749852,-1.1072105962533174,-3.3252320813702365,0.31141122750120265,2.861598912326224
240,1.2314093567631355,-1.1098779499011295,-3.3278994350180486,0.3427020941359336,3.1491348172356175
245,1.2703651874747428,-1.1030358960879771,-3.3210573812048967,0.30388125713496383,2.7924050178075204
250,1.28499121100512,-1.0996654686296383,-3.3176869537465574,0.2941075768855312,2.7025933778881783
255,1.0997312465331956,-1.0971163385514386,-3.315137823668358,0.2769415540787214,2.5448525223307272
260,1.135300651156232,-1.0947688650926135,-3.312790350209533,0.2806028346099666,2.578496518168515
265,1.2109856153758638,-1.093752324060381,-3.3117738091773004,0.2873705147923713,2.6406856269848373
270,1.2069324176294005,-1.093014221413469,-3.3110357065303884,0.292630370027098,2.6890191326683484
275,1.2200966816951127,-1.0960020372987318,-3.314023522415651,0.3078669313025679,2.829029903082341
280,1.216864783198443,-1.093431592741711,-3.3114530778586304,0.29672488354673177,2.726644155267518
285,1.2516192882743034,-1.092077182965,-3.3100986680819195,0.2927131984234613,2.6897802519743466
290,1.1926114489221922,-1.0931738296638454,-3.3111953147807647,0.30326334427540286,2.786726935399316
