epoch,training_nll
1,81.5555726509232
2,1.536573478891531
3,1.4838724179388383
4,1.4715572905454395
5,1.453619222778706
6,1.4451346199435018
7,1.4423145232217838
8,1.4288888067975372
9,1.40834722880422
10,1.3843943199095743
11,1.3911940991232972
12,1.34327230901064
13,1.3299849752054318
14,1.2989683134030778
15,1.2810729165369854
16,1.2497788775268444
17,1.2269293263500778
18,1.1993809215428597
19,1.1880261063145385
20,1.1683255055320823
21,1.1622574234697363
22,1.1433760198875456
23,1.1322269900180804
24,1.113464964425951
25,1.1034822700686404
26,1.0968778895126783
27,1.0825268176488498
28,1.0772425487153368
29,1.06673002243042
30,1.062107388723628
31,1.0381175643270197
32,1.0466108296322048
33,1.020610306667507
34,1.0325682378417749
35,1.0240748161012945
36,1.0163302914330246
37,1.0115218864020887
38,1.0057156066601887
39,1.0010651862147912
40,0.9970560323460438
41,1.0023533467351315
42,0.9939499790057379
43,0.9830682036678714
44,0.9921684581450176
45,0.9794012904167175
46,0.9861119294855138
47,0.9782089468374149
48,0.9817235723729598
49,0.9914554975093056
50,0.9729169327429485
51,0.9797848889113333
52,0.9827437196397609
53,0.974708353354182
54,0.9804432996773979
55,0.9759084130452428
56,0.9752353403972804
57,0.9707440079764769
58,0.9771979489911764
59,0.9722527822862894
60,0.9698084323845185
61,0.9650079274435767
62,0.9678914973021414
63,0.9700557015002419
64,0.9701807369824351
65,0.9643039380600306
66,0.9631934062668562
67,0.9661699337649432
68,0.9605277755200218
69,0.9612509943948325
70,0.96274840164701
71,0.9678610395438404
72,0.9609715430745149
73,0.9612116576962523
74,0.9647576673366532
75,0.9663897068491911
76,0.9617904588203567
77,0.9597412358552541
78,0.9628965183285599
79,0.9551435353953915
80,0.962575218737771
81,0.963287740407868
82,0.9641807806620959
83,0.9537244652152492
84,0.9639615027052401
85,0.9570562413453195
86,0.953853598140207
87,0.9592903467291959
88,0.954121593964229
89,0.9557131638595774
90,0.958774252488725
91,0.9553379285206434
92,0.9563098588575094
93,0.9496633231855042
94,0.9500174711757619
95,0.9524932361681969
96,0.9518599312227985
97,0.955097386552969
98,0.9582728022702764
99,0.9510840597135496
100,0.9538276968019533
101,0.9526390601151257
102,0.9511498959486235
103,0.9499532446964553
104,0.9521441702808284
105,0.9512306240921847
106,0.948661754277639
107,0.9533887038592397
108,0.9491825209197585
109,0.9481752564330393
110,0.9497220202043168
111,0.9514847550581509
112,0.9513140372420906
113,0.9494487585143492
114,0.9470471412696563
115,0.9556360315760121
116,0.9513572521158074
117,0.9439811439720732
118,0.9450634149868136
119,0.9499751759780443
120,0.9453974428590024
121,0.9452707922415613
122,0.9435982456706491
123,0.9453405727117931
124,0.9449416835815898
125,0.9444035257243077
126,0.9445821175936757
127,0.9458248787408271
128,0.9436614405807605
129,0.9437752402646447
130,0.9448331572949241
131,0.9474810693238186
132,0.9464515809117672
133,0.9497791040244946
134,0.9433768522868518
135,0.9431880822250559
136,0.9512762373535212
137,0.9473607299129886
138,0.9456251734860968
139,0.9442521028139962
140,0.947635254489816
141,0.9509099532550853
142,0.9500930795600698
143,0.9461092813350663
144,0.9488343404948927
145,0.9399825338852534
146,0.9440796624882557
147,0.9483229806276865
148,0.9438029454503248
149,0.9383914298529229
150,0.944811126600534
151,0.9462452294163756
152,0.9450555125298483
153,0.9419963962334588
154,0.9401204403126713
155,0.9456866887071933
156,0.9387484451063273
157,0.9434397973738853
158,0.9437041874396672
159,0.9424396946972458
160,0.9396186998174509
161,0.937327272625176
162,0.9393781942150653
163,0.9407581592294714
164,0.9421205279629153
165,0.9412445137647085
166,0.9449031901703845
167,0.9400448906722912
168,0.9405024542274888
169,0.9402193192540523
170,0.9393137516958189
171,0.9421562197406369
172,0.9373650247439581
173,0.9423889859919083
174,0.9400647437529444
175,0.9371157264881615
176,0.937717332951859
177,0.939158694838789
178,0.9388570621986252
179,0.9414479429110724
180,0.9379661855714846
181,0.942238807032685
182,0.9399514531831018
183,0.9383086872014759
184,0.9385506743128119
185,0.939203773164577
186,0.9391289456656694
187,0.9382989253808445
188,0.936348968464545
189,0.9388045124198555
190,0.9424492998674028
191,0.9393196917182702
192,0.9415609778479979
193,0.9379126027172653
194,0.9380424472399137
195,0.934189112393004
196,0.9379630093109736
197,0.9391065302308286
198,0.936014229425024
199,0.9363320743133875
200,0.9362081723953413
201,0.9405852261433102
202,0.9358744997840496
203,0.9360529287627458
204,0.9395199069477591
205,0.9358553714270196
206,0.9367528256526493
207,0.9387288179638583
208,0.9353753648940406
209,0.9413605216177793
210,0.9354837655160402
211,0.9371248810730256
212,0.9377553310204929
213,0.938240178440452
214,0.9361307377849675
215,0.9363940383983433
216,0.937078956016995
217,0.9421534987993619
218,0.9376974297344469
219,0.9358626156507416
220,0.9372195145283365
221,0.9366384316437512
222,0.9352309045378482
223,0.9368963123228575
224,0.936039133407579
225,0.9363188917886479
226,0.9337459602510886
227,0.9357546623863469
228,0.9385312481477373
229,0.9358360259541536
230,0.9353748170477388
231,0.9364956352684902
232,0.940953177450366
233,0.9338476989243435
234,0.9365342233585536
235,0.9373140281288203
236,0.9332117322119565
237,0.9335182705080466
238,0.9362829996790697
239,0.9340015684224208
240,0.9354485916747083
241,0.9351709424803833
242,0.9378110516802929
243,0.9356857036855677
244,0.9353399599502233
245,0.9345334101239696
246,0.9344840295047967
247,0.9352616508514873
248,0.9329396363630191
249,0.9342386449287085
250,0.9333782383250846
251,0.9338446846937875
252,0.9346721568262534
253,0.9351905978113305
254,0.9348367637675592
255,0.9330015335272366
256,0.9351932490345373
257,0.9338687436675337
258,0.9320569434320883
259,0.9329121052573304
260,0.9331255193651798
261,0.936065997027318
262,0.9364403262465439
263,0.931682952474601
264,0.9341261722550925
265,0.9376117270776081
266,0.9324664329363551
267,0.9324107761847844
268,0.9355402898702381
269,0.9326448746106254
270,0.9354901275049479
271,0.9326385218744243
272,0.933507821404977
273,0.9332627809004663
274,0.9334231937835363
275,0.9340269914172616
276,0.9332370035054451
277,0.9318796678140275
278,0.9324905170860703
279,0.9308902556715459
280,0.9322450419195292
281,0.9336809515953064
282,0.9319746365185679
283,0.9328078268237062
284,0.9313818539092688
285,0.9329938899308766
286,0.9373099177753021
287,0.932039279369671
288,0.934728257277382
289,0.9339229229985592
290,0.9309664060923166
291,0.9325118219809412
292,0.9348500078335565
293,0.9331438584448198
294,0.9334813685623747
295,0.9329856489969935
296,0.9318726379088116
297,0.9316340592363681
298,0.9303087383401093
299,0.9331341990494987
300,0.9329675849164005
301,0.9316723054066461
302,0.9312212400488045
303,0.9323646406834737
304,0.9335860461534576
305,0.9364055003500157
306,0.9322764839075963
307,0.9322833020764568
308,0.9307158072932963
309,0.9370483745306407
310,0.9323868837597568
