epoch,training_nll
1,7.3335348775343085
2,1.3701577524794215
3,1.3172324270878024
4,1.2630042179759908
5,1.194808551537309
6,1.153877317455337
7,1.1314221653994876
8,1.1141113083982417
9,1.1046299515161442
10,1.0946533794413364
11,1.086730378731169
12,1.0816086888184697
13,1.0747402579781822
14,1.067508140813957
15,1.062116766181707
16,1.0571026686325813
17,1.0519552727218842
18,1.0516521926836675
19,1.0455498906272387
20,1.0419169863708069
21,1.039898396567105
22,1.0366410403447115
23,1.0342897458369678
24,1.0305094077234773
25,1.0280161680655702
26,1.0251762032380254
27,1.024286687374115
28,1.023975671816541
29,1.0212379648976084
30,1.0165358939988713
31,1.0160360720808324
32,1.0138991685361152
33,1.0124755467025979
34,1.0117421698030145
35,1.0115575196930764
36,1.0086648240444345
37,1.0079588187936825
38,1.0061244765274475
39,1.0064732382855626
40,1.0065503488209384
41,1.0044032573185564
42,1.0024663086462176
43,1.002811390219383
44,1.0009405385329113
45,1.000154046693409
46,1.0003187238462792
47,1.0005374511597354
48,0.9987621210925401
49,0.9973092039940555
50,0.9956591250827012
51,0.9965036049758474
52,0.9940860797415016
53,0.9937981711750792
54,0.9956667446395726
55,0.9931702073723753
56,0.9911214034791389
57,0.9889697975196756
58,0.9908323675683401
59,0.9897061954167026
60,0.9879953746142383
61,0.989278206676084
62,0.9883312852380088
63,0.9870050644025834
64,0.9864685010755718
65,0.9861720466047943
66,0.9877275791754615
67,0.9845104629682234
68,0.9851458612126183
69,0.9854016981721567
70,0.9835558102226052
71,0.9813695591758884
72,0.9824166404647992
73,0.9822419927472564
74,0.9818828599095473
75,0.9803986262606443
76,0.9824240862230138
77,0.9830625037287946
78,0.9815736092795831
79,0.9787394442990374
80,0.9796034019227424
81,0.9786072155418519
82,0.9787825960686034
83,0.9756858260757586
84,0.9748687930606073
85,0.9754762535084928
86,0.9766358656019068
87,0.9770131377340521
88,0.9754877448596357
89,0.9755760551527737
90,0.9744279907359275
91,0.9742218507403566
92,0.9739097753517579
93,0.9731981690004549
94,0.97257758196375
95,0.9726767233917499
96,0.971957980943472
97,0.9707442156833866
98,0.9725698528423535
99,0.9727837078779646
100,0.9720541979502706
101,0.9720360603275937
102,0.9704382330854348
103,0.9707721342546655
104,0.967558908681139
105,0.9700996910484092
106,0.9689002952657986
107,0.96964327018495
108,0.96836399395489
109,0.9689631429947952
110,0.9678015857452713
111,0.967054359349618
112,0.9670116744509536
113,0.9672496869854685
114,0.9687983164766717
115,0.9672123312692941
116,0.9672729673894863
117,0.967554312050664
118,0.967192100604118
119,0.9668087554852425
120,0.9659620581321346
121,0.9642192566407666
122,0.9646287670413267
123,0.9654986325976918
124,0.9652097115881878
125,0.9656892014424263
126,0.9625056018849921
127,0.967083953795181
128,0.9657235586656079
129,0.9655594946625677
130,0.9656462877699472
131,0.9642727428398215
132,0.9636564437368283
133,0.9634761840522996
134,0.9650257441989812
135,0.9625706738895841
136,0.9639299927920328
137,0.9625672365598051
138,0.9606121969454496
139,0.9619195006040308
140,0.9610965709084446
141,0.9611611237675113
142,0.9604098753121549
143,0.9601216146475289
144,0.9618619378202041
145,0.9630366953445484
146,0.9604811607312488
147,0.9598355486169217
148,0.9596907304200025
149,0.9611750529936345
150,0.9592417389186584
151,0.9608035326775609
152,0.9587876198104027
153,0.9611842450329143
154,0.9611757951261156
155,0.9589428764073723
156,0.958790724781596
157,0.9593876224119686
158,0.9578511794022372
159,0.9588843519119254
160,0.9590181100715711
161,0.9573821250546197
162,0.9583269382114677
163,0.9574180735996497
164,0.9569188740904149
165,0.9563680743836791
166,0.9588286958980458
167,0.9567535123521584
168,0.9560160942319399
169,0.9566701214033166
170,0.9578812088266803
171,0.9557851894387921
172,0.9570425942363348
173,0.956353768240158
174,0.9557130176658384
175,0.9543410147406651
176,0.9545500120298762
177,0.9557060114516924
178,0.9552039816541579
179,0.9553665973350582
180,0.9561709748116898
181,0.9574248143255775
182,0.9567350419208069
183,0.9583912179951014
184,0.9552766278209295
185,0.9549859555150827
186,0.9555154863298904
187,0.9548215983112011
188,0.9540663836071792
189,0.9544226792766567
190,0.9535216832495301
191,0.9533020023260559
192,0.9544367561962741
193,0.953493551786149
194,0.955765436318057
195,0.9546091075596814
196,0.9533970289760165
197,0.9550192596585748
198,0.9533885718677937
199,0.9544392184403593
200,0.9543359879536922
201,0.9537944925512953
202,0.9534739462946097
203,0.9530889937149797
204,0.953283315851979
205,0.9518081351648514
206,0.9525507694952182
207,0.9528931894348663
208,0.9529345854071994
209,0.9553412138579861
210,0.9546877894200939
211,0.9536115494360816
212,0.9530207336656227
213,0.9528142343061256
214,0.9516555167324721
215,0.9513722695450438
216,0.9525956162357022
217,0.9523801251265352
218,0.953214111001489
219,0.95375752024666
220,0.952563952795253
221,0.9531501820943888
222,0.9528710579794973
223,0.9520653700365603
224,0.952674675270706
225,0.9540864909479662
226,0.9518270091974491
227,0.9528177239748267
228,0.9505381559091093
229,0.9509666513213576
230,0.9499624668587373
231,0.9503075833459502
232,0.950787790834968
233,0.952363049135239
234,0.9523840524746505
235,0.9520124261304655
236,0.9517900205610125
237,0.9496777595182582
238,0.9518456860910599
239,0.9499492256901153
240,0.9525390924502087
241,0.9504657433385345
242,0.9499406936742213
243,0.9505210112470897
244,0.9517233664292476
245,0.9513991599201256
246,0.9514625982302035
247,0.9504676788498797
248,0.9511117570608565
249,0.9499929222602803
250,0.951542807371228
