method,optimizer,architecture,dataset,horizon,mse,mse_ci,rmse,rmse_ci,nll,nll_ci,coverage95,coverage95_ci,interval_width,interval_width_ci,test_count,configuration_id,source_provenance,target_trace_sha256,expert_trace_sha256,expert_hashes,vae_sha256,units,ci_convention
Neural MoE,Adam,affine,ETTh1,96,0.14712262513391164,0.006917613887274083,0.38356567251764284,0.009017509103289077,2.055308870462567e25,1.553627452000401e25,0.0002901915264074289,0.0005686824090062466,0.0009668820810469968,0.00010981937304577605,3446,adam_affine,../probabilistic_ensemble_forecasting/paper/results_vae_std/neural_ensemble/ETTh1_h96_neural_ensemble_cef6ae74.jld2,0e48e3d5d36876b61670d43015ab1338c3410576481f91a398ea4fe483085ca6,a4c8d9827f8c80ffd7df210203ffe0c77b2f00326d76f1be2a5e53e7008c2a22,CNN:8ac73f007ac7fe1add0aadbf977e9ab379b1038badd6d353cd30467dd1db353c;NLinear:d040b63b65206d11de50288e676dca8449a4e1298f6f6d48a5f4cbc1e56cdcc3;LSTM:afd03f9a86b9e3b66341987859b996fe0d652a5d8ef6336488bdbec76ac3a0c2;DLinear:9f3d2e6eab1a1fcbf92effda47430799d0cec4e3d11b321df1c6ab33e9c6a949;NConv:97f0a6e1411531675379f9092790973d76650e9efb99c4127e7e469de79e77c4,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Neural MoE,Adam,two-layer ReLU,ETTh1,96,0.15644494131361678,0.007642241241525952,0.395531214082551,0.009660730897373558,2.2758654214544898e24,1.1905693846440706e24,0.0011607661056297156,0.00113686948599306,0.0009278801324991417,0.0001036299765123034,3446,adam_relu2,../probabilistic_ensemble_forecasting/paper/results_vae_std/neural_ensemble_big/ETTh1_h96_neural_ensemble_cb998fc9.jld2,0e48e3d5d36876b61670d43015ab1338c3410576481f91a398ea4fe483085ca6,a4c8d9827f8c80ffd7df210203ffe0c77b2f00326d76f1be2a5e53e7008c2a22,CNN:8ac73f007ac7fe1add0aadbf977e9ab379b1038badd6d353cd30467dd1db353c;NLinear:d040b63b65206d11de50288e676dca8449a4e1298f6f6d48a5f4cbc1e56cdcc3;LSTM:afd03f9a86b9e3b66341987859b996fe0d652a5d8ef6336488bdbec76ac3a0c2;DLinear:9f3d2e6eab1a1fcbf92effda47430799d0cec4e3d11b321df1c6ab33e9c6a949;NConv:97f0a6e1411531675379f9092790973d76650e9efb99c4127e7e469de79e77c4,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Bayesian neural MoE,IVON,"affine, K=1000",ETTh1,96,0.1468106486568887,0.006904400458948076,0.38315877734548726,0.009009842481988224,10.277727596796973,0.7366229130240649,0.0943122460824144,0.009758065887173942,0.09500124795098593,0.004104691868861511,3446,ivon_affine_k1000,paper_materials/ivon/moe/checkpoints/ETTh1_h96_moe_ivon.jld2,0e48e3d5d36876b61670d43015ab1338c3410576481f91a398ea4fe483085ca6,a4c8d9827f8c80ffd7df210203ffe0c77b2f00326d76f1be2a5e53e7008c2a22,CNN:8ac73f007ac7fe1add0aadbf977e9ab379b1038badd6d353cd30467dd1db353c;NLinear:d040b63b65206d11de50288e676dca8449a4e1298f6f6d48a5f4cbc1e56cdcc3;LSTM:afd03f9a86b9e3b66341987859b996fe0d652a5d8ef6336488bdbec76ac3a0c2;DLinear:9f3d2e6eab1a1fcbf92effda47430799d0cec4e3d11b321df1c6ab33e9c6a949;NConv:97f0a6e1411531675379f9092790973d76650e9efb99c4127e7e469de79e77c4,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Bayesian neural MoE,IVON,"two-layer ReLU, K=1000",ETTh1,96,0.14683474089604448,0.00690717947678594,0.3831902150317052,0.009012729456328156,2216.8905428866487,676.2775628199328,0.0261172373766686,0.0053248504151428315,0.0303353070864445,0.0019294299653969081,3446,ivon_relu2_k1000,paper_materials/ivon/moe/checkpoints/ETTh1_h96_moe_big_ivon.jld2,0e48e3d5d36876b61670d43015ab1338c3410576481f91a398ea4fe483085ca6,a4c8d9827f8c80ffd7df210203ffe0c77b2f00326d76f1be2a5e53e7008c2a22,CNN:8ac73f007ac7fe1add0aadbf977e9ab379b1038badd6d353cd30467dd1db353c;NLinear:d040b63b65206d11de50288e676dca8449a4e1298f6f6d48a5f4cbc1e56cdcc3;LSTM:afd03f9a86b9e3b66341987859b996fe0d652a5d8ef6336488bdbec76ac3a0c2;DLinear:9f3d2e6eab1a1fcbf92effda47430799d0cec4e3d11b321df1c6ab33e9c6a949;NConv:97f0a6e1411531675379f9092790973d76650e9efb99c4127e7e469de79e77c4,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Dynamic PGE,projective VMP,historical 2026 precision gate,ETTh1,96,0.12836496822566715,0.005968190024096941,0.3582805719344368,0.008328933371789252,0.4120348692644042,0.01728792887161958,0.9788160185722576,0.00480778216436596,1.6253002040572508,0.0004625519735764697,3446,historical_dynamic_pge_2026,../probabilistic_ensemble_forecasting/paper/results_vae_std/dynamic/ETTh1_h96_OT_dynamic_4163653858683196987.jld2,0e48e3d5d36876b61670d43015ab1338c3410576481f91a398ea4fe483085ca6,a4c8d9827f8c80ffd7df210203ffe0c77b2f00326d76f1be2a5e53e7008c2a22,CNN:8ac73f007ac7fe1add0aadbf977e9ab379b1038badd6d353cd30467dd1db353c;NLinear:d040b63b65206d11de50288e676dca8449a4e1298f6f6d48a5f4cbc1e56cdcc3;LSTM:afd03f9a86b9e3b66341987859b996fe0d652a5d8ef6336488bdbec76ac3a0c2;DLinear:9f3d2e6eab1a1fcbf92effda47430799d0cec4e3d11b321df1c6ab33e9c6a949;NConv:97f0a6e1411531675379f9092790973d76650e9efb99c4127e7e469de79e77c4,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Precision-gated ensemble,NGMP,"affine independent-expert, pre-existing",ETTh1,96,0.126286051751359,0.005959114545101505,0.35536748831506665,0.00838443968714745,0.38879455820922126,0.02098019427289248,0.9657573998839234,0.006071665589554443,1.4816950028328997,0.004479214163573092,3446,linear2_ngmp,results/etth_ct_table/ETTh1_h96_linear2_ngmp.jls,0e48e3d5d36876b61670d43015ab1338c3410576481f91a398ea4fe483085ca6,a4c8d9827f8c80ffd7df210203ffe0c77b2f00326d76f1be2a5e53e7008c2a22,CNN:8ac73f007ac7fe1add0aadbf977e9ab379b1038badd6d353cd30467dd1db353c;NLinear:d040b63b65206d11de50288e676dca8449a4e1298f6f6d48a5f4cbc1e56cdcc3;LSTM:afd03f9a86b9e3b66341987859b996fe0d652a5d8ef6336488bdbec76ac3a0c2;DLinear:9f3d2e6eab1a1fcbf92effda47430799d0cec4e3d11b321df1c6ab33e9c6a949;NConv:97f0a6e1411531675379f9092790973d76650e9efb99c4127e7e469de79e77c4,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Neural MoE,Adam,affine,ETTh1,192,0.13682578591016595,0.0067548721907240965,0.3698996970939094,0.009130680889702356,1.1049950685265731e22,1.035350484893751e22,0.0011675423234092236,0.0011435023233659896,0.0022298918186884685,0.0002338757809280306,3426,adam_affine,../probabilistic_ensemble_forecasting/paper/results_vae_std/neural_ensemble/ETTh1_h192_neural_ensemble_1ffca9ef.jld2,ddd3e88aeb6011a4261f7c93250c09a884d52ce63f31ea6690083a2b9bd59f6c,acd127c99edf95d74b13c1db2be0ad251af7b3f596b0690dad13f74b87c8a1af,CNN:2762d89983d1692e7099c0ec029d08a1bcca6a2532abcf52df169d91b2445f99;NLinear:6d52411a448a22d75a6774cbc6039a374b219eb2dc5aacde8af715ad1e47acf8;LSTM:04761e9a755929e07c5301f573fb15f3f3b3e64c6d9ab6e5709363b5e521b234;DLinear:cd978684db319c6edcefd36d471c15f43bc2504c97008c27432dd37b2b26c3dd;NConv:ef5c906169eb1fb1836adc0f7ab3dfc702051979c01bafc4a77c77632364a755,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Neural MoE,Adam,two-layer ReLU,ETTh1,192,0.1368287960076406,0.006755006432896169,0.36990376587382917,0.009130761911734956,1.2482036785690714e19,8.294217178987792e18,0.0014594279042615295,0.0012782876478582656,0.002399688642935357,0.00022249342652779015,3426,adam_relu2,../probabilistic_ensemble_forecasting/paper/results_vae_std/neural_ensemble_big/ETTh1_h192_neural_ensemble_768c93fd.jld2,ddd3e88aeb6011a4261f7c93250c09a884d52ce63f31ea6690083a2b9bd59f6c,acd127c99edf95d74b13c1db2be0ad251af7b3f596b0690dad13f74b87c8a1af,CNN:2762d89983d1692e7099c0ec029d08a1bcca6a2532abcf52df169d91b2445f99;NLinear:6d52411a448a22d75a6774cbc6039a374b219eb2dc5aacde8af715ad1e47acf8;LSTM:04761e9a755929e07c5301f573fb15f3f3b3e64c6d9ab6e5709363b5e521b234;DLinear:cd978684db319c6edcefd36d471c15f43bc2504c97008c27432dd37b2b26c3dd;NConv:ef5c906169eb1fb1836adc0f7ab3dfc702051979c01bafc4a77c77632364a755,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Bayesian neural MoE,IVON,"affine, K=1000",ETTh1,192,0.13655998515500523,0.006741966362352681,0.36954023482566173,0.00912210055494139,35514.80073506843,11067.129701951533,0.023642732049036778,0.005087537501849,0.023584574405238045,0.0015524076463290463,3426,ivon_affine_k1000,paper_materials/ivon/moe/checkpoints/ETTh1_h192_moe_ivon.jld2,ddd3e88aeb6011a4261f7c93250c09a884d52ce63f31ea6690083a2b9bd59f6c,acd127c99edf95d74b13c1db2be0ad251af7b3f596b0690dad13f74b87c8a1af,CNN:2762d89983d1692e7099c0ec029d08a1bcca6a2532abcf52df169d91b2445f99;NLinear:6d52411a448a22d75a6774cbc6039a374b219eb2dc5aacde8af715ad1e47acf8;LSTM:04761e9a755929e07c5301f573fb15f3f3b3e64c6d9ab6e5709363b5e521b234;DLinear:cd978684db319c6edcefd36d471c15f43bc2504c97008c27432dd37b2b26c3dd;NConv:ef5c906169eb1fb1836adc0f7ab3dfc702051979c01bafc4a77c77632364a755,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Bayesian neural MoE,IVON,"two-layer ReLU, K=1000",ETTh1,192,0.1366999944722695,0.006748172854863722,0.3697296234713544,0.009125821176439425,2.2344171885100704e8,9.227955600214168e7,0.009632224168126095,0.0032705135503675853,0.011844104992680606,0.0009389114334167799,3426,ivon_relu2_k1000,paper_materials/ivon/moe/checkpoints/ETTh1_h192_moe_big_ivon.jld2,ddd3e88aeb6011a4261f7c93250c09a884d52ce63f31ea6690083a2b9bd59f6c,acd127c99edf95d74b13c1db2be0ad251af7b3f596b0690dad13f74b87c8a1af,CNN:2762d89983d1692e7099c0ec029d08a1bcca6a2532abcf52df169d91b2445f99;NLinear:6d52411a448a22d75a6774cbc6039a374b219eb2dc5aacde8af715ad1e47acf8;LSTM:04761e9a755929e07c5301f573fb15f3f3b3e64c6d9ab6e5709363b5e521b234;DLinear:cd978684db319c6edcefd36d471c15f43bc2504c97008c27432dd37b2b26c3dd;NConv:ef5c906169eb1fb1836adc0f7ab3dfc702051979c01bafc4a77c77632364a755,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Dynamic PGE,projective VMP,historical 2026 precision gate,ETTh1,192,0.11461910155075831,0.005785448064986218,0.33855442922927226,0.008544339647478453,0.3700602348050359,0.0170734090256158,0.9813193228254524,0.004533732524894303,1.6138347219994351,0.0003009827360780445,3426,historical_dynamic_pge_2026,../probabilistic_ensemble_forecasting/paper/results_vae_std/dynamic/ETTh1_h192_OT_dynamic_9134792985848061259.jld2,ddd3e88aeb6011a4261f7c93250c09a884d52ce63f31ea6690083a2b9bd59f6c,acd127c99edf95d74b13c1db2be0ad251af7b3f596b0690dad13f74b87c8a1af,CNN:2762d89983d1692e7099c0ec029d08a1bcca6a2532abcf52df169d91b2445f99;NLinear:6d52411a448a22d75a6774cbc6039a374b219eb2dc5aacde8af715ad1e47acf8;LSTM:04761e9a755929e07c5301f573fb15f3f3b3e64c6d9ab6e5709363b5e521b234;DLinear:cd978684db319c6edcefd36d471c15f43bc2504c97008c27432dd37b2b26c3dd;NConv:ef5c906169eb1fb1836adc0f7ab3dfc702051979c01bafc4a77c77632364a755,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Precision-gated ensemble,NGMP,"affine independent-expert, pre-existing",ETTh1,192,0.11132250085846966,0.005712857586860941,0.33365026728367786,0.0085611464264222,0.337795480574109,0.019984772503628664,0.9725627553998832,0.005469951507786743,1.487277866800528,0.0034496303349013375,3426,linear2_ngmp,results/etth_ct_table/ETTh1_h192_linear2_ngmp.jls,ddd3e88aeb6011a4261f7c93250c09a884d52ce63f31ea6690083a2b9bd59f6c,acd127c99edf95d74b13c1db2be0ad251af7b3f596b0690dad13f74b87c8a1af,CNN:2762d89983d1692e7099c0ec029d08a1bcca6a2532abcf52df169d91b2445f99;NLinear:6d52411a448a22d75a6774cbc6039a374b219eb2dc5aacde8af715ad1e47acf8;LSTM:04761e9a755929e07c5301f573fb15f3f3b3e64c6d9ab6e5709363b5e521b234;DLinear:cd978684db319c6edcefd36d471c15f43bc2504c97008c27432dd37b2b26c3dd;NConv:ef5c906169eb1fb1836adc0f7ab3dfc702051979c01bafc4a77c77632364a755,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Neural MoE,Adam,affine,ETTh1,336,0.17236623250604283,0.008189984903278125,0.41517012477542603,0.00986340829281521,1.1159011765610026e22,6.008172426202838e21,0.014714537963507945,0.0040484684212076984,0.012449460134744891,0.0011979438355753512,3398,adam_affine,../probabilistic_ensemble_forecasting/paper/results_vae_std/neural_ensemble/ETTh1_h336_neural_ensemble_769fd2ce.jld2,7f706d45b29911339c9bbe058deef456404ed56aef1b20101c2255cc58f365b4,2330af835e03501711945b81bdea31bd33765e3ed3e3d755f26872fd4ada74bc,CNN:f4eaf4db7bdbee6f215de2b511ed4418994724c109b7c38fa482eb480eaf8cfb;NLinear:80dbf8ec03d132f88c3c78210090793a885b209ecc97e90c70783aaccf947122;LSTM:96999e921a61ee72d05627c793df0b48dc839cd605cb305672ad6bf6e242b59a;DLinear:a94936f9686578459a0b0e1d5bc567b62b4edbe30136cfb165e3fd2cc3d18180;NConv:cad8b1d970cf56e816e61b363904b2b40248649324be77a11a11b6fd5e5ff159,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Neural MoE,Adam,two-layer ReLU,ETTh1,336,0.2305053585879965,0.011783010255281839,0.4801097359854271,0.01227116362376735,2.452432496752673e14,1.7208686552135397e14,0.003531489111241907,0.0019945601098512837,0.005814397890218258,0.00044116846662976356,3398,adam_relu2,../probabilistic_ensemble_forecasting/paper/results_vae_std/neural_ensemble_big/ETTh1_h336_neural_ensemble_c2e1a8f6.jld2,7f706d45b29911339c9bbe058deef456404ed56aef1b20101c2255cc58f365b4,2330af835e03501711945b81bdea31bd33765e3ed3e3d755f26872fd4ada74bc,CNN:f4eaf4db7bdbee6f215de2b511ed4418994724c109b7c38fa482eb480eaf8cfb;NLinear:80dbf8ec03d132f88c3c78210090793a885b209ecc97e90c70783aaccf947122;LSTM:96999e921a61ee72d05627c793df0b48dc839cd605cb305672ad6bf6e242b59a;DLinear:a94936f9686578459a0b0e1d5bc567b62b4edbe30136cfb165e3fd2cc3d18180;NConv:cad8b1d970cf56e816e61b363904b2b40248649324be77a11a11b6fd5e5ff159,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Bayesian neural MoE,IVON,"affine, K=1000",ETTh1,336,0.1348525621315816,0.006175157100364987,0.3672227690810873,0.008407916965248736,429.0098227310357,143.40732527067647,0.07416127133608005,0.008810339800235654,0.07209085769690328,0.003596090257745011,3398,ivon_affine_k1000,paper_materials/ivon/moe/checkpoints/ETTh1_h336_moe_ivon.jld2,7f706d45b29911339c9bbe058deef456404ed56aef1b20101c2255cc58f365b4,2330af835e03501711945b81bdea31bd33765e3ed3e3d755f26872fd4ada74bc,CNN:f4eaf4db7bdbee6f215de2b511ed4418994724c109b7c38fa482eb480eaf8cfb;NLinear:80dbf8ec03d132f88c3c78210090793a885b209ecc97e90c70783aaccf947122;LSTM:96999e921a61ee72d05627c793df0b48dc839cd605cb305672ad6bf6e242b59a;DLinear:a94936f9686578459a0b0e1d5bc567b62b4edbe30136cfb165e3fd2cc3d18180;NConv:cad8b1d970cf56e816e61b363904b2b40248649324be77a11a11b6fd5e5ff159,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Bayesian neural MoE,IVON,"two-layer ReLU, K=1000",ETTh1,336,0.13521937389927563,0.006197554093747008,0.36772187030318937,0.008426958789039497,58.64754354647923,9.698000995100719,0.13213655091230136,0.011386063092541351,0.12945713040306545,0.00551275726740248,3398,ivon_relu2_k1000,paper_materials/ivon/moe/checkpoints/ETTh1_h336_moe_big_ivon.jld2,7f706d45b29911339c9bbe058deef456404ed56aef1b20101c2255cc58f365b4,2330af835e03501711945b81bdea31bd33765e3ed3e3d755f26872fd4ada74bc,CNN:f4eaf4db7bdbee6f215de2b511ed4418994724c109b7c38fa482eb480eaf8cfb;NLinear:80dbf8ec03d132f88c3c78210090793a885b209ecc97e90c70783aaccf947122;LSTM:96999e921a61ee72d05627c793df0b48dc839cd605cb305672ad6bf6e242b59a;DLinear:a94936f9686578459a0b0e1d5bc567b62b4edbe30136cfb165e3fd2cc3d18180;NConv:cad8b1d970cf56e816e61b363904b2b40248649324be77a11a11b6fd5e5ff159,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Dynamic PGE,projective VMP,historical 2026 precision gate,ETTh1,336,0.09638327230055004,0.004541118607265415,0.3104565546103835,0.007313613676097811,0.31412703853242485,0.013519960179519635,0.9891112419070042,0.003489379035727721,1.6064468515950114,0.0009940805471858618,3398,historical_dynamic_pge_2026,../probabilistic_ensemble_forecasting/paper/results_vae_std/dynamic/ETTh1_h336_OT_dynamic_8460652042859392515.jld2,7f706d45b29911339c9bbe058deef456404ed56aef1b20101c2255cc58f365b4,2330af835e03501711945b81bdea31bd33765e3ed3e3d755f26872fd4ada74bc,CNN:f4eaf4db7bdbee6f215de2b511ed4418994724c109b7c38fa482eb480eaf8cfb;NLinear:80dbf8ec03d132f88c3c78210090793a885b209ecc97e90c70783aaccf947122;LSTM:96999e921a61ee72d05627c793df0b48dc839cd605cb305672ad6bf6e242b59a;DLinear:a94936f9686578459a0b0e1d5bc567b62b4edbe30136cfb165e3fd2cc3d18180;NConv:cad8b1d970cf56e816e61b363904b2b40248649324be77a11a11b6fd5e5ff159,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Precision-gated ensemble,NGMP,"affine independent-expert, pre-existing",ETTh1,336,0.0970331170729481,0.004637278714044212,0.311501391767273,0.007443431773667302,0.28773391416846517,0.01610884618443916,0.9805768098881695,0.004640208479380787,1.4926441239390824,0.003829376364192654,3398,linear2_ngmp,results/etth_ct_table/ETTh1_h336_linear2_ngmp.jls,7f706d45b29911339c9bbe058deef456404ed56aef1b20101c2255cc58f365b4,2330af835e03501711945b81bdea31bd33765e3ed3e3d755f26872fd4ada74bc,CNN:f4eaf4db7bdbee6f215de2b511ed4418994724c109b7c38fa482eb480eaf8cfb;NLinear:80dbf8ec03d132f88c3c78210090793a885b209ecc97e90c70783aaccf947122;LSTM:96999e921a61ee72d05627c793df0b48dc839cd605cb305672ad6bf6e242b59a;DLinear:a94936f9686578459a0b0e1d5bc567b62b4edbe30136cfb165e3fd2cc3d18180;NConv:cad8b1d970cf56e816e61b363904b2b40248649324be77a11a11b6fd5e5ff159,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Neural MoE,Adam,affine,ETTh1,720,0.21519770316665035,0.010332017787060912,0.46389406459519433,0.01113618234809373,9.083576869686561e11,6.410277330852141e11,0.012947907256850346,0.0038448861100837677,0.019305976986861602,0.0013916512043195696,3321,adam_affine,../probabilistic_ensemble_forecasting/paper/results_vae_std/neural_ensemble/ETTh1_h720_neural_ensemble_59924380.jld2,2ef5b25b86ff80000771d7bfd65e3b5af8d3971282c10bcd5ede07bdae50fe3f,eaca4503edd87797ae6cc3dd7ed784a4cd8a84dbdb1f7a347db82ce041e841ae,CNN:3c163c6c75349520f9ab70d00bd1a757f4d5daebb0f39f275c33383daf48d69b;NLinear:b1dbc8479b864d268b131b618bc290c5e6cea9efdef339735231b678155f5af6;LSTM:8597a17c97d6f08da69508a6a772a3906c17a724aa058884066ca93a1cf0cd79;DLinear:3011c0eca2fb28a8cdbed738ee211c2663d134e016f8ad823f8fc73ee67d65ff;NConv:d9b0fb32e04aaaa11eadad287deded082e5204fac2a3842d006947067e229756,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Neural MoE,Adam,two-layer ReLU,ETTh1,720,0.21550102686037137,0.010357184798168533,0.4642208815427968,0.011155449065267541,1.5278699056164598e17,1.0478601766490504e17,0.0018066847335140017,0.0014443158231947262,0.0022400423823862683,0.00019588152773240648,3321,adam_relu2,../probabilistic_ensemble_forecasting/paper/results_vae_std/neural_ensemble_big/ETTh1_h720_neural_ensemble_16f056bb.jld2,2ef5b25b86ff80000771d7bfd65e3b5af8d3971282c10bcd5ede07bdae50fe3f,eaca4503edd87797ae6cc3dd7ed784a4cd8a84dbdb1f7a347db82ce041e841ae,CNN:3c163c6c75349520f9ab70d00bd1a757f4d5daebb0f39f275c33383daf48d69b;NLinear:b1dbc8479b864d268b131b618bc290c5e6cea9efdef339735231b678155f5af6;LSTM:8597a17c97d6f08da69508a6a772a3906c17a724aa058884066ca93a1cf0cd79;DLinear:3011c0eca2fb28a8cdbed738ee211c2663d134e016f8ad823f8fc73ee67d65ff;NConv:d9b0fb32e04aaaa11eadad287deded082e5204fac2a3842d006947067e229756,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Bayesian neural MoE,IVON,"affine, K=1000",ETTh1,720,0.29462947400732853,0.013777712369663424,0.5427978205624342,0.012691385123274156,168.45294550813557,26.39999919265119,0.08762420957542909,0.00961640147446279,0.1470874798195279,0.006065098771555918,3321,ivon_affine_k1000,paper_materials/ivon/moe/checkpoints/ETTh1_h720_moe_ivon.jld2,2ef5b25b86ff80000771d7bfd65e3b5af8d3971282c10bcd5ede07bdae50fe3f,eaca4503edd87797ae6cc3dd7ed784a4cd8a84dbdb1f7a347db82ce041e841ae,CNN:3c163c6c75349520f9ab70d00bd1a757f4d5daebb0f39f275c33383daf48d69b;NLinear:b1dbc8479b864d268b131b618bc290c5e6cea9efdef339735231b678155f5af6;LSTM:8597a17c97d6f08da69508a6a772a3906c17a724aa058884066ca93a1cf0cd79;DLinear:3011c0eca2fb28a8cdbed738ee211c2663d134e016f8ad823f8fc73ee67d65ff;NConv:d9b0fb32e04aaaa11eadad287deded082e5204fac2a3842d006947067e229756,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Bayesian neural MoE,IVON,"two-layer ReLU, K=1000",ETTh1,720,0.28451318389220775,0.013355483802701129,0.5333977726727097,0.012519253441742425,94.2422454348183,16.263822568716186,0.1415236374585968,0.011854747693276746,0.2134475265807974,0.00791283446238668,3321,ivon_relu2_k1000,paper_materials/ivon/moe/checkpoints/ETTh1_h720_moe_big_ivon.jld2,2ef5b25b86ff80000771d7bfd65e3b5af8d3971282c10bcd5ede07bdae50fe3f,eaca4503edd87797ae6cc3dd7ed784a4cd8a84dbdb1f7a347db82ce041e841ae,CNN:3c163c6c75349520f9ab70d00bd1a757f4d5daebb0f39f275c33383daf48d69b;NLinear:b1dbc8479b864d268b131b618bc290c5e6cea9efdef339735231b678155f5af6;LSTM:8597a17c97d6f08da69508a6a772a3906c17a724aa058884066ca93a1cf0cd79;DLinear:3011c0eca2fb28a8cdbed738ee211c2663d134e016f8ad823f8fc73ee67d65ff;NConv:d9b0fb32e04aaaa11eadad287deded082e5204fac2a3842d006947067e229756,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
Dynamic PGE,projective VMP,historical 2026 precision gate,ETTh1,720,0.11202406131950418,0.0051125984184676124,0.33469995715491835,0.007637584512897336,0.3763254193153837,0.01399050305273953,0.988256549232159,0.003663923265042975,1.677081543793096,0.0006641828897038068,3321,historical_dynamic_pge_2026,../probabilistic_ensemble_forecasting/paper/results_vae_std/dynamic/ETTh1_h720_OT_dynamic_10896275358620740533.jld2,2ef5b25b86ff80000771d7bfd65e3b5af8d3971282c10bcd5ede07bdae50fe3f,eaca4503edd87797ae6cc3dd7ed784a4cd8a84dbdb1f7a347db82ce041e841ae,CNN:3c163c6c75349520f9ab70d00bd1a757f4d5daebb0f39f275c33383daf48d69b;NLinear:b1dbc8479b864d268b131b618bc290c5e6cea9efdef339735231b678155f5af6;LSTM:8597a17c97d6f08da69508a6a772a3906c17a724aa058884066ca93a1cf0cd79;DLinear:3011c0eca2fb28a8cdbed738ee211c2663d134e016f8ad823f8fc73ee67d65ff;NConv:d9b0fb32e04aaaa11eadad287deded082e5204fac2a3842d006947067e229756,fa1b7f4a7fd35539429c4ea286c49f395631b7b26a0e878b80abca611d062ba9,standardized OT,per-origin normal CI; RMSE uses delta method from MSE
