method,optimizer,architecture,dataset,horizon,mse,mse_ci,nll,nll_ci,coverage95,coverage95_ci,interval_width,interval_width_ci,test_count,configuration_id,parameter_count,proper,status,selected,selection_mean_nll,selection_mean_mse,source_provenance
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,96,0.26575733439981253,0.023797577773262305,0.7940027819467259,0.06391075448906335,0.8942028985507247,0.0229497768457145,1.6967857667380168,0.0009548624738000028,690,consensus_rff_all_g1p5_beta_rate_1000,6518,true,ok,false,1.1253929290813591,0.48849532626014236,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h96/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,192,0.4671237521138067,0.035554579521638895,1.236066360809903,0.08226873362871635,0.7682215743440233,0.03157663065014245,1.8253771758948354,0.0007259735239104793,686,consensus_rff_all_g1p5_beta_rate_1000,6518,true,ok,false,1.1253929290813591,0.48849532626014236,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h192/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,336,0.5405379707522122,0.03933885988267887,1.2200170872637204,0.0659815016141994,0.8558823529411764,0.02639728444069844,2.141028982057477,0.0014039586737821582,680,consensus_rff_all_g1p5_beta_rate_1000,6518,true,ok,false,1.1253929290813591,0.48849532626014236,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h336/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,720,0.6805622477747378,0.0519217331384623,1.251485486305088,0.051026204304686074,0.9398496240601504,0.018071143201431737,2.799574318839985,0.0010240318161265946,665,consensus_rff_all_g1p5_beta_rate_1000,6518,true,ok,false,1.1253929290813591,0.48849532626014236,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h720/rff_all_L2_beta_scalar__consensus_rff_all_g1p5_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,96,0.2441964302504075,0.022357958491534397,0.7634684263602548,0.06721168013057745,0.8942028985507247,0.0229497768457145,1.6616771220400208,0.10164380690902451,690,consensus_rff_all_g3p0_no_beta,6511,true,ok,false,0.8868957351238134,0.31844001574369596,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h96/rff_all_L2_nobeta_scalar__consensus_rff_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,192,0.38284469254953263,0.028337767991943555,1.0717143359128505,0.07082937747392325,0.8571428571428571,0.02618566565172611,1.7433085326078417,0.0021315208540312724,686,consensus_rff_all_g3p0_no_beta,6511,true,ok,false,0.8868957351238134,0.31844001574369596,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h192/rff_all_L2_nobeta_scalar__consensus_rff_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,336,0.28889553407142105,0.02414782856053936,0.8051082685199401,0.04925040891897,0.9426470588235294,0.017476161129494443,1.9448719277444781,0.0023557761849777995,680,consensus_rff_all_g3p0_no_beta,6511,true,ok,false,0.8868957351238134,0.31844001574369596,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h336/rff_all_L2_nobeta_scalar__consensus_rff_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,720,0.35782340610342256,0.030923432934154123,0.9072919097022083,0.03880170065275313,0.98796992481203,0.008285968946320204,2.4730047091892375,0.0014846791384119451,665,consensus_rff_all_g3p0_no_beta,6511,true,ok,false,0.8868957351238134,0.31844001574369596,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h720/rff_all_L2_nobeta_scalar__consensus_rff_all_g3p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,96,0.27035461556530616,0.024070328713500386,0.7945416939649674,0.05876579657689441,0.9115942028985508,0.02118188935504251,1.8135218564210394,0.0452606222976473,690,consensus_rff_all_g3p0_beta_rate_1,6518,true,ok,false,1.1121324550555929,0.4899209628294427,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h96/rff_all_L2_beta_scalar__consensus_rff_all_g3p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,192,0.4742005086057871,0.036159398569543484,1.210680687485438,0.07750061598215544,0.782798833819242,0.0308561825000018,1.897403193874959,0.0014391939128686362,686,consensus_rff_all_g3p0_beta_rate_1,6518,true,ok,false,1.1121324550555929,0.4899209628294427,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h192/rff_all_L2_beta_scalar__consensus_rff_all_g3p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,336,0.5414691691687068,0.03966546584577033,1.2041949846725526,0.06361973402627154,0.8661764705882353,0.02558957455643791,2.189507197533126,0.0016071686222280926,680,consensus_rff_all_g3p0_beta_rate_1,6518,true,ok,false,1.1121324550555929,0.4899209628294427,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h336/rff_all_L2_beta_scalar__consensus_rff_all_g3p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,720,0.6736595579779707,0.05130057005729014,1.2391124540994138,0.048459444557042,0.9503759398496241,0.01650559300788474,2.856067005196969,0.0012344301463233474,665,consensus_rff_all_g3p0_beta_rate_1,6518,true,ok,false,1.1121324550555929,0.4899209628294427,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h720/rff_all_L2_beta_scalar__consensus_rff_all_g3p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,96,0.2689082890494152,0.024090641660865497,0.802460508421496,0.06338118338552873,0.8971014492753623,0.02266986603832469,1.736134954200175,0.032553814852995244,690,consensus_rff_all_g3p0_beta_rate_1000,6518,true,ok,false,1.126703190185423,0.49113281227039995,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h96/rff_all_L2_beta_scalar__consensus_rff_all_g3p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,192,0.47248741588565185,0.03602202439383309,1.2384524416260667,0.0818662581410149,0.7667638483965015,0.031645705406264095,1.8422784619181243,0.0010651686253786265,686,consensus_rff_all_g3p0_beta_rate_1000,6518,true,ok,false,1.126703190185423,0.49113281227039995,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h192/rff_all_L2_beta_scalar__consensus_rff_all_g3p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,336,0.5391815468286494,0.03942146143388671,1.2132472761660258,0.06538486486281636,0.8588235294117647,0.026171388359822533,2.15352446770316,0.001500458060963361,680,consensus_rff_all_g3p0_beta_rate_1000,6518,true,ok,false,1.126703190185423,0.49113281227039995,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h336/rff_all_L2_beta_scalar__consensus_rff_all_g3p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,720,0.6839539973178833,0.05199216869100574,1.2526525345281025,0.050389897781055334,0.9428571428571428,0.01764173084124129,2.8195570091520663,0.0011213429373384655,665,consensus_rff_all_g3p0_beta_rate_1000,6518,true,ok,false,1.126703190185423,0.49113281227039995,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h720/rff_all_L2_beta_scalar__consensus_rff_all_g3p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,96,,,,,,,,,,consensus_rff_all_g5p0_no_beta,6511,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h96/rff_all_L2_nobeta_scalar__consensus_rff_all_g5p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,192,,,,,,,,,,consensus_rff_all_g5p0_no_beta,6511,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h192/rff_all_L2_nobeta_scalar__consensus_rff_all_g5p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,336,,,,,,,,,,consensus_rff_all_g5p0_no_beta,6511,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h336/rff_all_L2_nobeta_scalar__consensus_rff_all_g5p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,720,0.36005829039684745,0.031155563632231292,0.9106878905297244,0.03908940960489536,0.98796992481203,0.008285968946320204,2.475235961292426,0.0017621059501322883,665,consensus_rff_all_g5p0_no_beta,6511,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h720/rff_all_L2_nobeta_scalar__consensus_rff_all_g5p0_no_beta_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,96,,,,,,,,,,consensus_rff_all_g5p0_beta_rate_1,6518,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h96/rff_all_L2_beta_scalar__consensus_rff_all_g5p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,192,,,,,,,,,,consensus_rff_all_g5p0_beta_rate_1,6518,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h192/rff_all_L2_beta_scalar__consensus_rff_all_g5p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,336,,,,,,,,,,consensus_rff_all_g5p0_beta_rate_1,6518,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h336/rff_all_L2_beta_scalar__consensus_rff_all_g5p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,720,0.6750147683648374,0.05128801880423078,1.239013924596003,0.04783612856382976,0.956390977443609,0.015521839193978398,2.8750168999850523,0.0014032770702237945,665,consensus_rff_all_g5p0_beta_rate_1,6518,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h720/rff_all_L2_beta_scalar__consensus_rff_all_g5p0_beta_rate_1_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,96,,,,,,,,,,consensus_rff_all_g5p0_beta_rate_1000,6518,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h96/rff_all_L2_beta_scalar__consensus_rff_all_g5p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,192,,,,,,,,,,consensus_rff_all_g5p0_beta_rate_1000,6518,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h192/rff_all_L2_beta_scalar__consensus_rff_all_g5p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,336,,,,,,,,,,consensus_rff_all_g5p0_beta_rate_1000,6518,false,unstable,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h336/rff_all_L2_beta_scalar__consensus_rff_all_g5p0_beta_rate_1000_tx.jld2
Precision-gated ensemble,NGMP,consensus-x depth-2 rff_all,ETTh2,720,0.6840423622426566,0.05192190600825526,1.252397086865089,0.05015822143140874,0.9458646616541353,0.017198564368971086,2.824627578184855,0.0012233072511610148,665,consensus_rff_all_g5p0_beta_rate_1000,6518,false,ok,false,,,paper_materials/etth_precision_gated/raw_consensus/selection_etth2_h720/rff_all_L2_beta_scalar__consensus_rff_all_g5p0_beta_rate_1000_tx.jld2
