dataset,horizon,first_timestamp,last_timestamp,origin_count,annotation_source,ngmp_coverage95,ngmp_interval_width,ngmp_mse,ngmp_rmse,ngmp_nll,vmp_coverage95,vmp_interval_width,vmp_mse,vmp_rmse,vmp_nll,ngmp_minus_vmp_rmse,ngmp_minus_vmp_rmse_ci,ngmp_minus_vmp_nll,ngmp_minus_vmp_nll_ci
ETTh1,192,2018-02-04T02:00:00,2018-02-11T01:00:00,168,LaTeX caption generated from full-cell summary.csv,0.9725627553998832,1.487277866800528,0.11132250085846966,0.33365026728367786,0.337795480574109,0.9813193228254524,1.6138347219994351,0.11461910155075831,0.33855442922927226,0.3700602348050359,-0.0049041619455943986,0.0011073673503311562,-0.032264754230926965,0.0039533640642630515
