method,dataset,dataset_name,split,split_protocol,likelihood,status,error,n_observations,n_features,n_train,n_test,outer_split_seed,inner_split_seed,model_seed,batch_seed,validation_seed,test_seed,learning_rate,ess_multiplier,best_epoch,stopped_early,selection_seconds,refit_seconds,evaluation_seconds,total_seconds,y_center,y_scale,checkpoint,lpd_standardized,nll_standardized,lpd_original,nll_original,rmse_standardized,rmse_original,coverage_50,coverage_80,coverage_95,mean_total_variance_standardized,mean_epistemic_variance_standardized,mean_aleatoric_variance_standardized,mean_total_variance_original,mean_epistemic_variance_original,mean_aleatoric_variance_original
IVON,yacht,Yacht,11,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260736,21260736,20271828,20271838,20271848,20271858,0.1,100,320,true,0.38489198684692383,0.22165894508361816,0.0008339881896972656,0.6073849201202393,10.682527075812278,15.403362096652955,checkpoints/yacht_split11_homoscedastic.jld2,-0.9285140261108866,0.9285140261108866,-3.6630998296670487,3.6630998296670487,0.120216037205835,1.851731221400033,1.0,1.0,1.0,1.0048330792567661,0.004833079256766386,1.0,238.41027748958274,1.1467136089778178,237.26356388060498
IVON,yacht,Yacht,12,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260737,21260737,20271928,20271938,20271948,20271958,0.1,100,435,false,0.4728660583496094,0.4106099605560303,0.0010831356048583984,0.884559154510498,10.132129963898915,14.926899175566938,checkpoints/yacht_split12_homoscedastic.jld2,-0.9371803197662877,0.9371803197662877,-3.640345218893804,3.640345218893804,0.14901986958375377,2.2244045887227935,1.0,1.0,1.0,1.015110486058499,0.015110486058499167,1.0,226.17912143741512,3.366802439874211,222.8123189975411
IVON,yacht,Yacht,13,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260738,21260738,20272028,20272038,20272048,20272058,0.1,100,495,false,0.5907719135284424,0.394791841506958,0.000804901123046875,0.9863686561584473,10.550324909747287,14.976232337907247,checkpoints/yacht_split13_homoscedastic.jld2,-0.9376319769595161,0.9376319769595161,-3.6440964105906537,3.6440964105906537,0.17897357871574843,2.680349860880607,0.967741935483871,1.0,1.0,1.0056818766429445,0.005681876642944384,1.0,225.56190914562035,1.274374106641543,224.2875350389787
IVON,yacht,Yacht,14,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260739,21260739,20272128,20272138,20272148,20272158,0.1,100,455,false,0.8880999088287354,0.292665958404541,0.0006549358367919922,1.1814208030700684,10.50971119133574,15.177032654842067,checkpoints/yacht_split14_homoscedastic.jld2,-0.9757386796326128,0.9757386796326128,-3.6955219552087915,3.6955219552087915,0.3304931032914356,5.015904919994995,0.967741935483871,1.0,1.0,1.0047743737576633,0.004774373757663286,1.0,231.442060535014,1.0997403288714802,230.34232020614235
IVON,yacht,Yacht,15,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260740,21260740,20272228,20272238,20272248,20272258,0.1,100,475,false,0.37435197830200195,0.34997105598449707,0.0008280277252197266,0.7251510620117188,10.509314079422381,15.301204718327119,checkpoints/yacht_split15_homoscedastic.jld2,-0.9326878939974277,0.9326878939974277,-3.6606194590559475,3.6606194590559475,0.1502928252392703,2.2996614678962852,1.0,1.0,1.0,1.0051659481034334,0.005165948103433463,1.0,235.3363530706645,1.2094872385084472,234.12686583215606
IVON,yacht,Yacht,16,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260741,21260741,20272328,20272338,20272348,20272358,0.1,100,425,false,0.4747130870819092,0.31385302543640137,0.0007929801940917969,0.7893590927124023,10.073032490974725,14.423032813985008,checkpoints/yacht_split16_homoscedastic.jld2,-0.9341035215224917,0.9341035215224917,-3.6029299512363715,3.6029299512363715,0.15745238447592916,2.270940949122292,1.0,1.0,1.0,1.0058834942904185,0.005883494290418062,1.0,209.24778283737675,1.2239072840884093,208.0238755532883
IVON,yacht,Yacht,17,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260742,21260742,20272428,20272438,20272448,20272458,0.1,100,495,false,0.4821300506591797,0.3932371139526367,0.0008280277252197266,0.8761951923370361,10.433971119133574,15.410742539616678,checkpoints/yacht_split17_homoscedastic.jld2,-0.9426718311338073,0.9426718311338073,-3.67773666487384,3.67773666487384,0.21138624765136504,3.2576189904657493,1.0,1.0,1.0,1.003086152291302,0.0030861522913020107,1.0,238.22391897179304,0.7329333494419916,237.49098562235113
IVON,yacht,Yacht,18,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260743,21260743,20272528,20272538,20272548,20272558,0.1,100,425,false,0.4392118453979492,0.30300188064575195,0.0008349418640136719,0.7430486679077148,10.736931407942238,15.422479416317191,checkpoints/yacht_split18_homoscedastic.jld2,-0.9289216779925573,0.9289216779925573,-3.6647478254405232,3.6647478254405232,0.12737635403097777,1.9644592914777737,1.0,1.0,1.0,1.003914020829943,0.0039140208299434254,1.0,238.7838324396404,0.930961092912945,237.8528713467275
IVON,yacht,Yacht,19,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260744,21260744,20272628,20272638,20272648,20272658,0.1,100,475,false,0.9193460941314697,0.5035579204559326,0.0011088848114013672,1.4240128993988037,11.018483754512637,15.647928297749528,checkpoints/yacht_split19_homoscedastic.jld2,-0.9315122133234843,0.9315122133234843,-3.681850744406414,3.681850744406414,0.12344643545995064,1.9316809429329516,1.0,1.0,1.0,1.010185741192927,0.010185741192926739,1.0,247.35171676549342,2.4940567539828913,244.85766001151035
IVON,yacht,Yacht,20,repeated-holdout-v1,homoscedastic,success,,308,6,277,31,20260745,21260745,20272728,20272738,20272748,20272758,0.1,100,495,false,0.6021571159362793,0.36913204193115234,0.0008029937744140625,0.9720921516418457,10.01628158844765,14.69597261576515,checkpoints/yacht_split20_homoscedastic.jld2,-0.9351467278633276,0.9351467278633276,-3.6227202123942552,3.6227202123942552,0.16196552947406176,2.3802411039037943,1.0,1.0,1.0,1.006545949457485,0.006545949457485076,1.0,217.385350373984,1.4137392506648692,215.9716111233192
IVON,concrete,Concrete,1,repeated-holdout-v1,homoscedastic,success,,1030,8,927,103,20260726,21260726,20280828,20280838,20280848,20280858,0.1,100,440,false,1.7295119762420654,1.4565308094024658,0.001107931137084961,3.187150716781616,35.888317152103525,16.817130580638928,checkpoints/concrete_split01_homoscedastic.jld2,-1.0096156001251433,1.0096156001251433,-3.8320136444354516,3.8320136444354516,0.4226888314140507,7.108413329789277,0.9223300970873787,0.9805825242718447,0.9902912621359223,1.0038003697628093,0.003800369762809178,1.0,283.8906858887274,1.0748049224664178,282.8158809662609
IVON,concrete,Concrete,2,repeated-holdout-v1,homoscedastic,success,,1030,8,927,103,20260727,21260727,20280928,20280938,20280948,20280958,0.1,100,195,true,0.8825387954711914,0.5990560054779053,0.0011451244354248047,1.4827399253845215,35.7102912621359,16.873298363012974,checkpoints/concrete_split02_homoscedastic.jld2,-0.966624764428712,0.966624764428712,-3.7923571583554585,3.7923571583554585,0.3016657591520867,5.0900963766399,0.970873786407767,1.0,1.0,1.0048394255316193,0.004839425531619478,1.0,286.0860217680118,1.377824120755497,284.70819764725627
IVON,concrete,Concrete,3,repeated-holdout-v1,homoscedastic,success,,1030,8,927,103,20260728,21260728,20281028,20281038,20281048,20281058,0.1,100,490,false,1.6296439170837402,1.5107929706573486,0.001522064208984375,3.1419589519500732,35.76043149946061,16.779107651877823,checkpoints/concrete_split03_homoscedastic.jld2,-0.9612718674809316,0.9612718674809316,-3.781406387837618,3.781406387837618,0.2831399334156975,4.750835455424945,0.9805825242718447,1.0,1.0,1.005004514381737,0.005004514381736985,1.0,282.94741683332455,1.4089632400196843,281.53845359330484
IVON,concrete,Concrete,4,repeated-holdout-v1,homoscedastic,success,,1030,8,927,103,20260729,21260729,20281128,20281138,20281148,20281158,0.1,100,485,false,1.5718238353729248,1.1677558422088623,0.0011298656463623047,2.7407095432281494,35.71218985976263,16.546937664210454,checkpoints/concrete_split04_homoscedastic.jld2,-0.9558757112000404,0.9558757112000404,-3.7620767605068126,3.7620767605068126,0.2642624195926311,4.3727337270762465,0.9805825242718447,1.0,1.0,1.0043768485515914,0.004376848551591287,1.0,274.99953221283755,1.1983861495710428,273.80114606326646
IVON,concrete,Concrete,5,repeated-holdout-v1,homoscedastic,success,,1030,8,927,103,20260730,21260730,20281228,20281238,20281248,20281258,0.1,100,490,false,1.4105582237243652,1.4337780475616455,0.001116037368774414,2.845452308654785,35.933818770226516,16.65205191961119,checkpoints/concrete_split05_homoscedastic.jld2,-1.009072541470513,1.009072541470513,-3.8216059887188227,3.8216059887188227,0.42140964500163103,7.017335181920883,0.9223300970873787,0.9805825242718447,0.9902912621359223,1.003332826042543,0.0033328260425430118,1.0,278.2149952434522,0.9241621100255332,277.2908331334267
IVON,concrete,Concrete,6,repeated-holdout-v1,homoscedastic,success,,1030,8,927,103,20260731,21260731,20281328,20281338,20281348,20281358,0.1,100,490,false,2.130537986755371,1.5475459098815918,0.001458883285522461,3.6795427799224854,35.663160733549034,16.721645290116573,checkpoints/concrete_split06_homoscedastic.jld2,-0.9832568765013979,0.9832568765013979,-3.799960881835677,3.799960881835677,0.3552471714632535,5.940317276365811,0.9320388349514563,0.9902912621359223,1.0,1.0028055078124753,0.0028055078124754698,1.0,280.3978788461512,0.7844576376733784,279.6134212084777
IVON,concrete,Concrete,7,repeated-holdout-v1,homoscedastic,success,,1030,8,927,103,20260732,21260732,20281428,20281438,20281448,20281458,0.1,100,490,false,1.4441859722137451,1.4885711669921875,0.0011510848999023438,2.933908224105835,36.22687162891044,16.717037833229554,checkpoints/concrete_split07_homoscedastic.jld2,-0.973643042200196,0.973643042200196,-3.7900714710771615,3.7900714710771615,0.3244228055177387,5.423388284084773,0.9320388349514563,1.0,1.0,1.0047708181218749,0.004770818121874917,1.0,280.79260366762594,1.3332497499976772,279.4593539176282
