dataset,preprocessing,feature_dimension,split,depth,optimizer,beta,status,logpdf_standardized,logpdf,rmse,paper_dvi,error
housing,multiscale_matern32_linear,1000,18,2,vector_transport,0.8,ok,-0.47150294923860797,-2.6880497334507027,3.731504354130245,-2.41,
housing,multiscale_matern32_linear,1000,18,3,vector_transport,0.8,ok,-0.47262611532997395,-2.689172899542069,3.7347006852459304,-2.41,
housing,multiscale_matern32_linear,1000,18,4,vector_transport,0.8,ok,-0.4726211651028741,-2.689167949314969,3.7346877614396843,-2.41,
housing,multiscale_matern32_linear,1000,18,5,vector_transport,0.8,ok,-0.4726211754726376,-2.6891679596847324,3.7346877838983854,-2.41,
housing,multiscale_matern32_linear,1000,19,1,damped,0.0,ok,-0.44113538851767337,-2.6467285491162564,4.024553482354087,-2.41,
housing,multiscale_matern32_linear,1000,19,2,vector_transport,0.8,ok,-0.41913241766063347,-2.6247255782592167,4.881319176244802,-2.41,
housing,multiscale_matern32_linear,1000,19,3,vector_transport,0.8,ok,-0.4205074961580174,-2.6261006567566008,4.884565794040203,-2.41,
housing,multiscale_matern32_linear,1000,19,4,vector_transport,0.8,ok,-0.4205016327959746,-2.6260947933945578,4.884553972884422,-2.41,
housing,multiscale_matern32_linear,1000,19,5,vector_transport,0.8,ok,-0.4205016409117696,-2.626094801510353,4.8845539831046185,-2.41,
housing,multiscale_matern32_linear,1000,20,1,damped,0.0,ok,-0.34118289933591794,-2.5817039078853448,3.280581574722426,-2.41,
housing,multiscale_matern32_linear,1000,20,2,vector_transport,0.8,ok,-0.3322353475628813,-2.572756356112308,3.1232768073101216,-2.41,
housing,multiscale_matern32_linear,1000,20,3,vector_transport,0.8,ok,-0.333503896733997,-2.574024905283424,3.1261723420336986,-2.41,
housing,multiscale_matern32_linear,1000,20,4,vector_transport,0.8,ok,-0.3334980920365993,-2.574019100586026,3.1261607501783257,-2.41,
